ResponseId,LanguageHaveWorkedWith
37649,Dart;Node.js;Python
37650,C#;HTML/CSS;Python;SQL
37651,HTML/CSS;JavaScript;Node.js;Python;R;SQL
37652,Java;JavaScript;Kotlin;TypeScript
37653,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;SQL
37654,Bash/Shell;COBOL;Haskell;Julia;Python
37655,C#;C++;HTML/CSS;JavaScript;Python
37656,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
37657,JavaScript;Node.js;TypeScript
37658,Python
37659,C++;HTML/CSS;Java;JavaScript;Matlab;PHP;Python;SQL
37660,Bash/Shell;Python
37661,Groovy;Java;JavaScript;Node.js;SQL;TypeScript
37662,C;C#;Dart;Go;JavaScript;Kotlin;Node.js;R;Rust;Swift;TypeScript
37663,
37664,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL
37665,C;C++;HTML/CSS;JavaScript;Matlab;Node.js;PowerShell;Python;SQL;TypeScript
37666,HTML/CSS;JavaScript;PHP;SQL
37667,Bash/Shell;C++;Groovy;PowerShell;Python
37668,Java
37669,C;C++;PowerShell;Python;Ruby
37670,C#;JavaScript;Node.js;Python;SQL
37671,Bash/Shell;HTML/CSS;JavaScript;Node.js;Ruby;SQL
37672,HTML/CSS;JavaScript;Node.js;Python;SQL
37673,Bash/Shell;Python;R;TypeScript
37674,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL
37675,HTML/CSS;JavaScript;Node.js;PHP;TypeScript
37676,C#;HTML/CSS;JavaScript;PHP;Ruby;SQL
37677,C#;F#;SQL
37678,C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL
37679,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript
37680,Python;SQL
37681,APL;Assembly;Bash/Shell;C;C#;C++;Clojure;COBOL;Crystal;Dart;Delphi;Elixir;Erlang;F#;Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;LISP;Matlab;Node.js;Objective-C;Perl;PHP;PowerShell;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA
37682,Go;JavaScript;Python;TypeScript
37683,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript
37684,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;Ruby
37685,Bash/Shell;HTML/CSS;JavaScript;Node.js;Ruby
37686,Ruby
37687,Bash/Shell;Go;Java;SQL
37688,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
37689,Bash/Shell;Python
37690,HTML/CSS;Java;JavaScript;Python;SQL
37691,HTML/CSS;Python
37692,Bash/Shell;C#;HTML/CSS;JavaScript;Kotlin;Node.js;Ruby
37693,Assembly;C;C#;C++;Java;JavaScript;Python;SQL;TypeScript
37694,C++;Python
37695,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;Objective-C;PowerShell;Python;SQL;Swift;TypeScript
37696,HTML/CSS;JavaScript;PHP;TypeScript
37697,C++;HTML/CSS;JavaScript;PHP;Python;TypeScript
37698,C#;HTML/CSS;JavaScript;SQL
37699,Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;Swift;TypeScript
37700,Python;R;SQL
37701,HTML/CSS;JavaScript;Ruby;SQL
37702,Bash/Shell;HTML/CSS;JavaScript;Ruby
37703,TypeScript
37704,HTML/CSS;JavaScript;Node.js;SQL;TypeScript
37705,Bash/Shell;C;Haskell;HTML/CSS;Java;JavaScript;Python;SQL
37706,Java
37707,C#;HTML/CSS;JavaScript;SQL;TypeScript
37708,Bash/Shell;C++;Go;Groovy;JavaScript;Node.js;PowerShell;Python;TypeScript
37709,C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Matlab;Node.js;PHP;SQL
37710,HTML/CSS;JavaScript;PHP;SQL
37711,HTML/CSS;JavaScript;Node.js;TypeScript
37712,HTML/CSS;JavaScript;Node.js
37713,C;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;SQL;Swift;TypeScript
37714,C#;PHP;Python;SQL;TypeScript
37715,Dart;JavaScript;TypeScript
37716,C#;HTML/CSS;JavaScript;Node.js
37717,C#;HTML/CSS;JavaScript;Node.js;SQL
37718,C;C#;C++;Matlab;Python
37719,C#
37720,HTML/CSS;JavaScript;Node.js
37721,C;C++;Haskell;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript
37722,C++;Matlab;Python;Rust
37723,C#;PowerShell;SQL
37724,Bash/Shell;C;C#;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL
37725,Bash/Shell;HTML/CSS;Perl;SQL
37726,HTML/CSS;JavaScript;Node.js;TypeScript
37727,HTML/CSS;JavaScript;Ruby;SQL
37728,C#;HTML/CSS;JavaScript;SQL
37729,C;C++;Dart
37730,Bash/Shell;JavaScript;Node.js;Ruby;SQL
37731,C#;HTML/CSS;JavaScript;Node.js;Python;Ruby;SQL;TypeScript;VBA
37732,HTML/CSS;Java;Node.js;TypeScript
37733,Ruby
37734,HTML/CSS;JavaScript;PHP;Python;SQL;VBA
37735,C;C++;Java;JavaScript
37736,C#;C++
37737,JavaScript;Python
37738,Erlang;HTML/CSS;Java;Node.js;PHP;Scala;SQL;TypeScript
37739,Dart;HTML/CSS;JavaScript;Node.js;Python;SQL
37740,HTML/CSS;Python;SQL;VBA
37741,C#;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;Rust;SQL;TypeScript
37742,C;C++;Java;JavaScript;Perl;Python;SQL
37743,C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL
37744,C#;HTML/CSS;JavaScript;PHP;TypeScript
37745,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Julia;Matlab;Node.js;Perl;PHP;PowerShell;Python;SQL
37746,Bash/Shell;Go;HTML/CSS;JavaScript;Ruby;SQL
37747,C#;HTML/CSS;JavaScript;Python
37748,C;C#;C++;HTML/CSS;Java;JavaScript;Python
37749,C++;HTML/CSS;JavaScript;Python;SQL
37750,JavaScript;Node.js;Python;SQL;TypeScript
37751,Bash/Shell;C;C#;Erlang;Go;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript
37752,Bash/Shell;Go;Kotlin;Node.js;Rust;SQL;TypeScript
37753,Bash/Shell;Java;SQL
37754,Assembly;Bash/Shell;C;C++
37755,Go;PHP;Python;SQL
37756,C;C++;JavaScript;PowerShell;TypeScript
37757,C;C#;HTML/CSS;JavaScript;SQL
37758,HTML/CSS;JavaScript;Node.js;SQL;TypeScript
37759,Bash/Shell;HTML/CSS;JavaScript;Node.js;Ruby;SQL;TypeScript
37760,Go;Java;JavaScript;Kotlin;Node.js
37761,Haskell;Ruby;SQL
37762,HTML/CSS;JavaScript;Node.js;TypeScript
37763,Bash/Shell;Go;Python;SQL
37764,HTML/CSS;Java;JavaScript;PHP;Python
37765,JavaScript;TypeScript
37766,Bash/Shell;C#;Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;Swift
37767,C;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;R;SQL;TypeScript
37768,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript
37769,C++;Python
37770,HTML/CSS;JavaScript;PHP;SQL;TypeScript
37771,Assembly;Bash/Shell;HTML/CSS;Java;JavaScript;Matlab;Node.js;PowerShell;Python;R;SQL
37772,Bash/Shell;Elixir;Erlang;Go;HTML/CSS;JavaScript;Node.js;Ruby;SQL
37773,Bash/Shell;C;C#;C++;COBOL;Delphi;F#;Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;VBA
37774,C;Java;PowerShell;Python;R
37775,C++;HTML/CSS;Java;JavaScript;Matlab;R;SQL
37776,Bash/Shell;C;Crystal;Elixir;Go;HTML/CSS;JavaScript;PHP;Ruby;SQL
37777,Bash/Shell;Java
37778,Delphi;HTML/CSS;JavaScript;SQL
37779,Julia;Python;R
37780,C#;C++;HTML/CSS;Java;JavaScript;SQL;VBA
37781,HTML/CSS;Java;JavaScript;SQL
37782,HTML/CSS;Java
37783,Bash/Shell;JavaScript;Node.js;Ruby
37784,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Python;Ruby;Scala;SQL
37785,Groovy;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript
37786,C#;HTML/CSS;JavaScript;Ruby;SQL;Swift
37787,HTML/CSS;Java;JavaScript;Node.js;TypeScript
37788,HTML/CSS;JavaScript;Node.js;SQL;TypeScript
37789,C#;SQL
37790,C#;HTML/CSS;JavaScript
37791,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript
37792,C#;HTML/CSS;Java
37793,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;PHP;Python;R;SQL
37794,HTML/CSS;JavaScript;Python
37795,C;Python
37796,Bash/Shell;C++;HTML/CSS;Python;SQL
37797,HTML/CSS;JavaScript
37798,Bash/Shell;C++;Java;Matlab;Python;R
37799,C#;HTML/CSS;JavaScript;PHP;SQL
37800,Go;Java;Kotlin;Python
37801,Bash/Shell;C;C++;Dart;JavaScript;Matlab;Node.js;Python;Rust
37802,C#;HTML/CSS;JavaScript;SQL
37803,C;HTML/CSS;Java;JavaScript;PHP;Python
37804,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript
37805,Java;JavaScript;Node.js;Python;SQL;TypeScript
37806,Java;Python
37807,C;C++;Python
37808,C#;C++
37809,C#;HTML/CSS;JavaScript;TypeScript
37810,Groovy;Java;SQL
37811,Bash/Shell;C++;JavaScript;Kotlin;Node.js;Python
37812,Go;JavaScript;Ruby
37813,HTML/CSS;JavaScript;Node.js;Python;Ruby;SQL;TypeScript
37814,Java;JavaScript;SQL
37815,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;Rust;SQL
37816,HTML/CSS;JavaScript;Node.js;TypeScript
37817,Ruby
37818,Bash/Shell;Go;HTML/CSS;JavaScript;SQL
37819,Groovy;Java;JavaScript;Kotlin;Node.js;Python;SQL;Swift;TypeScript
37820,Bash/Shell;C++;Dart;Go;HTML/CSS;JavaScript;Python;R;Rust;TypeScript
37821,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;Ruby;SQL
37822,Assembly;Bash/Shell;COBOL;HTML/CSS;JavaScript;VBA
37823,HTML/CSS;Python
37824,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript
37825,Dart;Java;Python
37826,HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript
37827,Bash/Shell;C;Python
37828,C;C#;C++;HTML/CSS;JavaScript;Node.js;PHP;Python;R;Swift
37829,Assembly;Bash/Shell;C;C++;Java;JavaScript;Python;Rust;SQL
37830,Bash/Shell;C;C++;Go;Java;JavaScript;Kotlin;Python;Rust;TypeScript
37831,HTML/CSS;Ruby
37832,C#;JavaScript;SQL
37833,HTML/CSS;JavaScript;Node.js;TypeScript
37834,C#;Julia
37835,JavaScript;Objective-C;Ruby
37836,Bash/Shell;Java;JavaScript;PowerShell;Python;Rust
37837,HTML/CSS;Java;JavaScript;Node.js;Python
37838,C;C++;Java;JavaScript;Python
37839,HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;TypeScript
37840,C#
37841,Bash/Shell;HTML/CSS;JavaScript;Node.js;Ruby;TypeScript
37842,Groovy;Java;Python;Scala
37843,C;C#;HTML/CSS;Node.js;PHP;Python;SQL
37844,HTML/CSS;JavaScript;Node.js;TypeScript
37845,Clojure;HTML/CSS;Java;JavaScript;Node.js;Python;SQL
37846,Bash/Shell;C++;PowerShell;Python;Ruby;VBA
37847,HTML/CSS;JavaScript;PHP;SQL;TypeScript
37848,C#;HTML/CSS;JavaScript;Python
37849,Python
37850,SQL
37851,HTML/CSS;Java;JavaScript
37852,C#;HTML/CSS;JavaScript;Matlab;SQL
37853,Bash/Shell;C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL
37854,Java;JavaScript;Ruby;TypeScript
37855,C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;PowerShell;SQL
37856,HTML/CSS;JavaScript;Ruby;SQL
37857,HTML/CSS;JavaScript;Node.js;PHP;Python;SQL
37858,Dart;Go;Java;Kotlin;Python;Swift
37859,C#;JavaScript;Node.js;Python;TypeScript
37860,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL
37861,C#
37862,C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
37863,Bash/Shell;C++;Python;Ruby
37864,HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;Swift
37865,
37866,Dart;PHP;TypeScript
37867,C#;HTML/CSS;JavaScript;Node.js;PHP;TypeScript
37868,C++;HTML/CSS;Python;R;SQL;VBA
37869,Go;PHP;Python;SQL
37870,Bash/Shell;Go;HTML/CSS;JavaScript;PHP;SQL
37871,Kotlin
37872,C;Java;Kotlin;Python
37873,Kotlin
37874,Assembly;Bash/Shell;C#;COBOL;Erlang;Go;Groovy;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;VBA
37875,HTML/CSS;Java;JavaScript;Python
37876,Java;Kotlin
37877,APL;Assembly
37878,C++;Node.js;Python;SQL
37879,Bash/Shell;Go;Java;Kotlin;Python;SQL
37880,Kotlin;Python
37881,C#;Python;SQL
37882,Clojure;Java;JavaScript;Node.js;Python;Scala;SQL
37883,Bash/Shell;Java;JavaScript;SQL;TypeScript
37884,Python
37885,C;C#;C++;HTML/CSS;JavaScript;Objective-C;Python
37886,Assembly;C;C++;Haskell;HTML/CSS;Java;JavaScript;Perl;PHP;Python;VBA
37887,HTML/CSS;PHP
37888,Bash/Shell;C;C++;PHP;Python
37889,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;TypeScript
37890,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PHP;Ruby;SQL
37891,Java;JavaScript;Kotlin;Python;SQL;TypeScript
37892,Bash/Shell;C;HTML/CSS;Java;JavaScript;Node.js;Objective-C;PHP;SQL;Swift;TypeScript
37893,C#;HTML/CSS;JavaScript;Node.js;TypeScript
37894,Elixir;Go;Java;JavaScript;Node.js;Python
37895,C;C++;HTML/CSS;Matlab;Perl;PowerShell;Python;R;Ruby;Scala
37896,C++;Go;Python
37897,C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;SQL;TypeScript
37898,HTML/CSS;JavaScript;Ruby
37899,HTML/CSS;JavaScript;Julia;Node.js;Python;TypeScript
37900,Bash/Shell;C;HTML/CSS;JavaScript;Node.js;Python;Rust;TypeScript
37901,C++;Rust
37902,C#;Elixir;JavaScript;Node.js;Perl;Ruby
37903,HTML/CSS;Java;JavaScript;Node.js;PHP;Python;Ruby;SQL
37904,Ruby
37905,C++;PowerShell
37906,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;Ruby;SQL;Swift;TypeScript
37907,Assembly;Bash/Shell;C;C++;Go;HTML/CSS;Python;SQL;VBA
37908,Dart;Java;JavaScript;Node.js;Python;SQL
37909,Bash/Shell;C;HTML/CSS;Java;JavaScript;Python;Rust;SQL
37910,Bash/Shell;C;C++;Python;SQL
37911,Assembly;Bash/Shell;C;C++;Haskell;HTML/CSS;JavaScript;PHP;Python;R;SQL
37912,Bash/Shell;HTML/CSS;Python
37913,C;C++;HTML/CSS;Java;JavaScript;Python;SQL;Swift
37914,Python
37915,C++;Dart;PHP;Python
37916,HTML/CSS;Java;PHP
37917,HTML/CSS;JavaScript;Node.js;PHP;TypeScript
37918,Python
37919,Bash/Shell;C#;Haskell;HTML/CSS;Java;Python
37920,Scala
37921,Bash/Shell;Go;HTML/CSS;Java;JavaScript;SQL;TypeScript
37922,C;Go;JavaScript;Node.js;Python;Ruby;SQL
37923,SQL;VBA
37924,JavaScript;Python
37925,Assembly;Bash/Shell;C;C++;Python;R
37926,HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript
37927,Assembly
37928,C#;HTML/CSS;JavaScript;PHP;PowerShell
37929,JavaScript;Python
37930,C;C++;Delphi;JavaScript;Node.js;PHP;SQL
37931,Haskell
37932,C;C++;Python
37933,C;C++;Java;JavaScript;Kotlin;Node.js;Objective-C;Swift
37934,Bash/Shell;C;C#;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;R;SQL
37935,Java;JavaScript;Python;SQL;Swift
37936,C;Python
37937,Bash/Shell;Go;HTML/CSS;JavaScript;Ruby;SQL
37938,Bash/Shell;Erlang;Groovy;Java;Kotlin;Node.js;Perl;Python;Rust;SQL
37939,HTML/CSS;Node.js;Python;Ruby;SQL
37940,C++;Matlab;Python
37941,PHP
37942,Python;SQL
37943,Bash/Shell;C;C++;Python
37944,C#;C++;Java;TypeScript
37945,HTML/CSS;JavaScript;PHP;Python;SQL
37946,HTML/CSS;JavaScript;Matlab;Python;R;SQL;VBA
37947,Clojure;Python
37948,Groovy;Java;JavaScript
37949,HTML/CSS;JavaScript;PHP;TypeScript
37950,C;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript
37951,HTML/CSS;JavaScript;Python;Ruby;SQL;Swift
37952,Python
37953,HTML/CSS;JavaScript;Objective-C;Ruby
37954,C;C++;Dart;Java;Python;SQL
37955,Python
37956,Assembly;C;HTML/CSS;Java;JavaScript;Node.js;Python;SQL
37957,Go;HTML/CSS;JavaScript;Node.js;TypeScript
37958,F#;JavaScript
37959,Java
37960,C#;F#;HTML/CSS;JavaScript;SQL
37961,Bash/Shell;Python;SQL
37962,C#;Java;JavaScript;Node.js;SQL
37963,Dart;JavaScript;Node.js;TypeScript
37964,JavaScript;Node.js;PHP;SQL
37965,JavaScript;Node.js;Ruby
37966,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL
37967,JavaScript;Node.js;PHP;Python;Rust;SQL;TypeScript
37968,Assembly;Bash/Shell;C++;Haskell;HTML/CSS;Java;JavaScript;PowerShell;Python
37969,C#;Java;Python
37970,C;Julia;Python
37971,Bash/Shell;C;HTML/CSS;JavaScript;Node.js;Python;Scala;SQL;TypeScript
37972,Bash/Shell;C;C++;Go;JavaScript;Node.js;Python;Ruby;SQL;TypeScript
37973,Bash/Shell;C;C++;Java;Python;SQL
37974,Bash/Shell;C;C#;Dart;F#;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;Ruby;Rust;SQL;TypeScript
37975,C;C#;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript
37976,HTML/CSS;JavaScript;PHP;Python
37977,Java
37978,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL;TypeScript
37979,C;C#;HTML/CSS;Java;JavaScript;Python
37980,
37981,HTML/CSS;JavaScript;Python;Rust
37982,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript
37983,Bash/Shell;C;C++;Python;SQL
37984,C++;VBA
37985,
37986,Bash/Shell;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL
37987,Bash/Shell;HTML/CSS;JavaScript;Python;SQL
37988,HTML/CSS;Java;JavaScript;Node.js;PHP;Python;Scala
37989,Dart;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript
37990,Bash/Shell;Python;SQL
37991,Assembly;C;C++;Dart;HTML/CSS;Java;Kotlin;Python;SQL
37992,Assembly;Bash/Shell;C;C++;Dart;Elixir;Go;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript;VBA
37993,C;C#;Python
37994,C++;HTML/CSS;Java;JavaScript;Node.js;Perl;PHP;SQL
37995,JavaScript;Python;Ruby;SQL
37996,C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript
37997,Java
37998,Bash/Shell;HTML/CSS;PHP;Ruby
37999,Java;JavaScript;PHP
38000,C#;HTML/CSS;JavaScript
38001,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;VBA
38002,Bash/Shell;C++;JavaScript;Python;R
38003,HTML/CSS;JavaScript;Node.js;PHP;TypeScript
38004,HTML/CSS;PHP;SQL
38005,Bash/Shell;Perl;Python
38006,HTML/CSS;Java;Kotlin;Python;SQL;Swift
38007,Dart;Java;JavaScript;Julia;Kotlin;Rust
38008,Bash/Shell;C;C#;HTML/CSS;Java;JavaScript;SQL
38009,C++;Python;Rust
38010,Bash/Shell;Go;Java;JavaScript;Kotlin;Python;Rust
38011,Bash/Shell;Groovy;HTML/CSS;Java;Kotlin;Python;Scala;SQL
38012,C;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;Python;SQL
38013,JavaScript
38014,Kotlin;Swift
38015,C#;HTML/CSS;JavaScript;Perl;Python;SQL;TypeScript
38016,HTML/CSS;JavaScript
38017,C#;HTML/CSS;JavaScript;Python;SQL
38018,JavaScript;Node.js;Python
38019,C++;Ruby
38020,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;PHP;Python;Ruby;Rust;SQL;TypeScript
38021,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
38022,Python
38023,C#;HTML/CSS;JavaScript;SQL;TypeScript
38024,Go;HTML/CSS;JavaScript;Node.js;Ruby;Swift;TypeScript
38025,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js
38026,HTML/CSS;JavaScript;Ruby;SQL;Swift
38027,Assembly;Bash/Shell;C;HTML/CSS;Perl;PHP;Python;SQL
38028,Bash/Shell;C;C++;JavaScript;Node.js;PowerShell;Python
38029,C;C#;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;Python;SQL;TypeScript;VBA
38030,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Ruby;SQL
38031,F#;PowerShell
38032,HTML/CSS;JavaScript;PHP;SQL
38033,HTML/CSS;JavaScript;Node.js;TypeScript
38034,C#;Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript
38035,C#;SQL
38036,Dart;HTML/CSS;JavaScript;Node.js;PHP;TypeScript
38037,Bash/Shell;C#;F#;HTML/CSS;Java;JavaScript;Node.js;PowerShell
38038,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
38039,C++;Go;HTML/CSS;JavaScript
38040,HTML/CSS;JavaScript;Ruby
38041,Assembly;C;Go;HTML/CSS;Java;Kotlin;LISP;PHP;Python;Rust;SQL;TypeScript
38042,Bash/Shell;VBA
38043,Python
38044,Bash/Shell;HTML/CSS;JavaScript;Node.js;Perl;SQL;TypeScript
38045,Python;SQL
38046,Bash/Shell;C;C++;Matlab;Python;Rust
38047,Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Node.js;Python;R;Scala;SQL
38048,Bash/Shell;Go;HTML/CSS;JavaScript;Kotlin;Node.js;Objective-C;Ruby;Swift
38049,JavaScript;Ruby;SQL
38050,C;C++;Python
38051,Bash/Shell;C++;Java;Python
38052,Bash/Shell;C;HTML/CSS;JavaScript;PHP;SQL
38053,Bash/Shell;C;C#;C++;Go;Haskell;HTML/CSS;JavaScript;Node.js;Objective-C;Python;Rust;SQL
38054,Kotlin;Python;SQL
38055,C#;F#;Python;SQL;TypeScript
38056,Groovy;Java;Node.js;SQL
38057,Bash/Shell;HTML/CSS;JavaScript;Node.js;PowerShell;Rust
38058,HTML/CSS;JavaScript;Node.js;TypeScript
38059,C#;JavaScript;SQL
38060,C#;HTML/CSS;JavaScript;TypeScript
38061,Bash/Shell;Java;Kotlin;Python;Rust;SQL
38062,Bash/Shell;C#;Objective-C;Swift
38063,Assembly;C;C#;C++;Dart;HTML/CSS;Java;Matlab;Python;SQL
38064,C#;Java;JavaScript;Python;TypeScript
38065,Java;JavaScript;Node.js;TypeScript
38066,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python
38067,Groovy;HTML/CSS;JavaScript;Node.js;Ruby;SQL;TypeScript
38068,Bash/Shell;C++;Crystal;Perl;Python;Ruby;Rust;SQL
38069,Elixir;Ruby;SQL
38070,Bash/Shell;C#;Java;Kotlin;Node.js;Python;SQL;TypeScript
38071,HTML/CSS;JavaScript;PHP;SQL;TypeScript
38072,Python;R;SQL
38073,C;C++;HTML/CSS;Python
38074,JavaScript;Python;Ruby;SQL
38075,HTML/CSS;JavaScript;PHP;TypeScript
38076,Dart;Kotlin
38077,APL
38078,Bash/Shell;HTML/CSS;JavaScript;Perl;PHP;Python
38079,Bash/Shell;R
38080,C#
38081,C#;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
38082,C++;Java;JavaScript;Kotlin;Node.js;PHP;Python;R;SQL;Swift
38083,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Node.js
38084,Bash/Shell;Dart;Go;HTML/CSS;JavaScript;Matlab;Python
38085,Assembly;Bash/Shell;C#;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript
38086,HTML/CSS;JavaScript;Node.js;Python
38087,C;C#;HTML/CSS;JavaScript;Node.js;PowerShell;Python;R;SQL;VBA
38088,Bash/Shell;C++;Java;Python
38089,Ruby
38090,Bash/Shell;Java;JavaScript;Python;TypeScript
38091,C#;F#;JavaScript;PowerShell;Python
38092,C#;Java;JavaScript;Node.js;PHP;Scala;TypeScript
38093,Bash/Shell;HTML/CSS;JavaScript;Node.js;Ruby;SQL
38094,Python;SQL
38095,Elixir;Julia;Python
38096,HTML/CSS;Java;JavaScript;Node.js;PHP
38097,C;C++;JavaScript;Python;R;SQL
38098,Bash/Shell;HTML/CSS;JavaScript;Python;SQL
38099,Assembly;C;C++;HTML/CSS;Java;JavaScript;LISP;Node.js;PHP;Python;R;SQL;TypeScript;VBA
38100,C;C++;HTML/CSS;JavaScript;LISP;PHP;Python;SQL
38101,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Rust;TypeScript
38102,C;C++;HTML/CSS;Python
38103,Bash/Shell
38104,HTML/CSS;JavaScript;PHP;Python;SQL
38105,F#;SQL
38106,Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;Python;SQL;VBA
38107,Assembly;Bash/Shell;C;C++;COBOL;Go;Haskell;HTML/CSS;Java;JavaScript;Julia;Node.js;Python;R;Rust;Scala;SQL
38108,JavaScript;TypeScript
38109,Dart
38110,Dart;JavaScript;SQL;TypeScript
38111,Bash/Shell;HTML/CSS;JavaScript;Ruby
38112,HTML/CSS;JavaScript;Ruby;SQL
38113,Assembly;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL
38114,HTML/CSS;JavaScript;Node.js;TypeScript
38115,Dart;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;Rust;TypeScript
38116,Python
38117,HTML/CSS;Java;JavaScript;Kotlin;Node.js;TypeScript
38118,C#;HTML/CSS;PowerShell
38119,Bash/Shell;Python;Ruby
38120,Java;JavaScript;PHP;Python;SQL
38121,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
38122,Haskell;HTML/CSS;JavaScript;Matlab;Python;TypeScript
38123,C#;Dart
38124,C;HTML/CSS;VBA
38125,Bash/Shell;C#;Node.js;PowerShell;TypeScript
38126,HTML/CSS;JavaScript;Node.js;PHP;PowerShell;TypeScript
38127,Objective-C;SQL;Swift
38128,Python
38129,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript
38130,C;Java
38131,Python
38132,HTML/CSS;Python
38133,Assembly;C;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL
38134,C#;C++;HTML/CSS;Java;JavaScript;Matlab;PHP;Python
38135,HTML/CSS;JavaScript;Node.js
38136,Bash/Shell;HTML/CSS;JavaScript;Python
